1,-0.99676,0,0.039654,-0.027547,-0.074845,0.068267,-0.0055023
1,-0.99462,0,-0.2773,0.54079,-0.068831,-0.38776,0.19046
1,-0.99746,0,0.057983,-0.081991,-0.037692,0.073326,-0.012383
1,-0.99788,0,0.023094,-0.0041501,-0.071175,0.069175,-0.01601
1,-0.99535,0,0.0076978,0.016849,-0.048255,0.04362,-0.018836
1,-0.99752,0,-0.022054,0.13499,-0.13256,-0.035278,0.054772
1,-0.99765,0,-0.027744,0.12508,-0.23219,0.21387,-0.077863
1,-0.99663,0,0.054577,0.016103,-0.041674,-0.15497,0.12972
1,-0.9953,0,-0.016323,0.01579,0.011845,-0.024921,0.01466
1,-0.99695,0,-0.10762,0.38603,-0.11183,-0.51862,0.3543
1,-0.99644,0,-0.26296,0.65732,-0.417,-0.082053,0.10667
1,-0.99747,0,-0.031579,0.048206,-0.04776,0.084087,-0.053281
1,-0.99679,0,-0.023483,0.034467,0.022267,-0.048242,0.015826
1,-0.99629,0,0.023827,-0.016533,-0.031244,0.011598,0.012227
1,-0.99536,0,-0.030174,0.37996,-0.66333,0.30253,0.01315
1,-0.99681,0,0.065323,-0.059124,-0.16841,0.27353,-0.11118
1,-0.99755,0,0.077079,-0.066837,-0.24532,0.3912,-0.15529
1,-0.99635,0,-0.13532,0.23733,-0.018931,-0.15091,0.065729
1,-0.99575,0,-0.1983,0.52896,-0.18769,-0.44397,0.3033
1,-0.99755,0,-0.024354,0.048455,-0.039593,0.019522,-0.0040406
1,-0.99719,0,0.038455,-0.067001,0.037388,-0.068273,0.060438
1,-0.99546,0,-0.067525,0.18397,-0.069611,-0.1544,0.10745
1,-0.99547,0,0.16206,-0.35741,-0.10363,0.63434,-0.33619
1,-0.99689,0,0.10779,-0.3567,0.38664,-0.13668,-0.0018915
1,-0.9958,0,-0.15472,0.2643,-0.0029496,-0.17191,0.064548
1,-0.9954,0,-0.10222,0.24334,-0.19231,0.067231,-0.01756
1,-0.99532,0,-0.26117,0.50334,-0.037388,-0.3991,0.19376
1,-0.99781,0,0.0091807,0.046466,-0.062743,-0.039305,0.049288
1,-0.99701,0,0.087359,-0.16017,0.0094683,0.11539,-0.052615
