1,-0.99676,0,0.018323,-0.041127,0.022213
1,-0.99455,0,-0.16615,0.32812,-0.1652
1,-0.99747,0,0.025663,-0.065641,0.038864
1,-0.99789,0,-0.0036641,0.012345,-0.0079444
1,-0.99535,0,-0.0016479,0.028881,-0.026132
1,-0.99749,0,-0.016409,0.053574,-0.037894
1,-0.99766,0,-0.11122,0.23275,-0.12068
1,-0.99671,0,0.073627,-0.12159,0.050395
1,-0.9953,0,-0.010043,-0.00039298,0.011374
1,-0.99689,0,-0.027734,0.057828,-0.030107
1,-0.99647,0,-0.28838,0.58346,-0.29486
1,-0.99749,0,-0.058725,0.12231,-0.063688
1,-0.99679,0,-0.0063087,0.017021,-0.0097614
1,-0.99629,0,0.019969,-0.043369,0.022901
1,-0.99511,0,-0.25556,0.52595,-0.27315
1,-0.9968,0,-0.031346,0.080328,-0.049099
1,-0.99754,0,-0.068883,0.14132,-0.071977
1,-0.99635,0,-0.083689,0.15536,-0.07371
1,-0.99579,0,-0.14299,0.27172,-0.12936
1,-0.99754,0,-0.031421,0.051234,-0.019894
1,-0.99723,0,0.05051,-0.14102,0.090984
1,-0.99544,0,-0.031244,0.056496,-0.026496
1,-0.99525,0,0.003973,-0.0093154,0.0058733
1,-0.99691,0,0.188,-0.37976,0.19227
1,-0.99581,0,-0.094355,0.18858,-0.09461
1,-0.9954,0,-0.13069,0.26801,-0.13923
1,-0.99527,0,-0.14071,0.27968,-0.14
1,-0.99782,0,0.019443,-0.030391,0.013422
1,-0.99701,0,0.049498,-0.096225,0.046178
