1,-0.9963,0,-0.0015608
1,-0.9966,0,0.00054367
1,-0.99656,0,0.0004919
1,-0.99767,0,0.0010002
1,-0.99767,0,0.0010002
1,-0.998,0,-0.00053686
1,-0.99786,0,0.00031655
1,-0.99689,0,-0.00039498
1,-0.9955,0,3.0232e-05
1,-0.9955,0,3.0232e-05
1,-0.99472,0,0.001047
1,-0.99702,0,-0.00059638
1,-0.99666,0,-0.0017629
1,-0.99509,0,0.0014998
1,-0.99521,0,0.0031229
1,-0.99361,0,0.00059781
1,-0.99566,0,-0.00041732
1,-0.99721,0,-0.00064264
1,-0.99647,0,-0.00053247
1,-0.99656,0,7.5368e-05
1,-0.99784,0,-0.00048937
1,-0.9949,0,0.0012826
1,-0.99533,0,-0.0010233
1,-0.99526,0,0.00085015
1,-0.99705,0,0.00064195
1,-0.99547,0,-0.00082958
1,-0.9941,0,0.0014933
1,-0.9941,0,0.0014933
1,-0.99719,0,0.0011736
