1,-0.99676,0,-0.0030745,0.0022964
1,-0.99456,0,-0.03745,0.035869
1,-0.99747,0,-0.012035,0.010719
1,-0.99789,0,0.0040078,-0.0032387
1,-0.99535,0,0.023389,-0.022049
1,-0.9975,0,0.019867,-0.020409
1,-0.99763,0,0.0041406,-0.0027412
1,-0.99673,0,0.025138,-0.023016
1,-0.9953,0,-0.020987,0.02182
1,-0.99689,0,-0.0017897,0.00193
1,-0.99632,0,-0.021184,0.023415
1,-0.9975,0,0.0026018,-0.0024049
1,-0.99679,0,0.0031206,-0.0021072
1,-0.9963,0,-0.0020419,0.0013781
1,-0.99505,0,-0.055407,0.055003
1,-0.99681,0,0.015788,-0.01559
1,-0.99754,0,-0.00031286,0.0011327
1,-0.99634,0,-0.013274,0.011765
1,-0.99572,0,-0.046006,0.046352
1,-0.99755,0,-0.012225,0.012239
1,-0.99725,0,-0.037197,0.037185
1,-0.99545,0,-0.0059777,0.0049673
1,-0.99525,0,0.00053534,-4.941e-05
1,-0.99687,0,0.0072342,-0.0079034
1,-0.99583,0,-0.0045937,0.004981
1,-0.99539,0,0.00248,-0.0031406
1,-0.99526,0,-0.020055,0.020277
1,-0.99782,0,0.0064674,-0.0040506
1,-0.997,0,0.0052369,-0.0060626
