1,-0.99631,0,0.053627,-0.071151,-0.02539,0.042077
1,-0.99659,0,0.16617,-0.33003,0.15408,0.011605
1,-0.99657,0,0.0038284,-0.012963,0.020103,-0.010558
1,-0.99765,0,0.005534,-0.01292,-0.0046298,0.013207
1,-0.99765,0,0.005534,-0.01292,-0.0046298,0.013207
1,-0.99801,0,-0.0042289,-0.0013243,-0.0019165,0.0070294
1,-0.99786,0,0.026982,-0.12808,0.18881,-0.087696
1,-0.99689,0,0.0040138,-0.012242,0.0046771,0.0032633
1,-0.9955,0,0.041443,-0.10429,0.078083,-0.014876
1,-0.9955,0,0.041443,-0.10429,0.078083,-0.014876
1,-0.99475,0,0.096149,-0.16191,0.075577,-0.0084246
1,-0.99702,0,0.0031117,-0.019934,0.020463,-0.0041666
1,-0.99667,0,0.013698,-0.020412,-0.015306,0.020601
1,-0.99499,0,0.085087,-0.15399,0.033534,0.038408
1,-0.99529,0,0.0064003,0.017134,-0.020017,-0.00070503
1,-0.9936,0,0.0018,-0.0052927,-0.0031543,0.007551
1,-0.99565,0,0.0091411,0.021023,-0.050293,0.019689
1,-0.99721,0,0.0027014,-0.01936,0.026826,-0.010832
1,-0.99647,0,-0.0064902,0.014015,-0.0069889,-0.0011439
1,-0.99656,0,-0.0035561,0.003665,-7.9533e-05,5.9292e-05
1,-0.99785,0,-0.031311,0.041457,0.00035484,-0.011108
1,-0.99496,0,-0.032257,0.036018,0.037411,-0.040656
1,-0.99532,0,0.028688,-0.014301,-0.054708,0.039828
1,-0.99524,0,-0.02809,0.082343,-0.092027,0.03889
1,-0.99702,0,0.030957,-0.05244,-0.0098293,0.032535
1,-0.99547,0,-0.032314,0.0756,-0.047183,0.0027123
1,-0.99407,0,0.038539,-0.074589,0.026897,0.011399
1,-0.99407,0,0.038539,-0.074589,0.026897,0.011399
1,-0.99714,0,0.074833,-0.0050775,-0.20021,0.13266
