1,-0.99676,0,-0.00078791
1,-0.99449,0,-0.0017826
1,-0.99746,0,-0.0013436
1,-0.99788,0,0.00077578
1,-0.99531,0,0.0014426
1,-0.99751,0,-0.00049403
1,-0.99763,0,0.0014058
1,-0.99668,0,0.0021999
1,-0.99532,0,0.00073103
1,-0.99689,0,0.00013512
1,-0.99638,0,0.0021462
1,-0.9975,0,0.00020271
1,-0.99679,0,0.0010202
1,-0.99629,0,-0.00066884
1,-0.99501,0,-0.000679
1,-0.9968,0,0.00024935
1,-0.99754,0,0.00081697
1,-0.99633,0,-0.0015482
1,-0.99572,0,0.00014751
1,-0.99755,0,-1.5667e-05
1,-0.99725,0,-0.00011258
1,-0.99544,0,-0.0010329
1,-0.99525,0,0.00048547
1,-0.99687,0,-0.0006445
1,-0.99584,0,0.00036642
1,-0.99539,0,-0.00064626
1,-0.99526,0,0.00012511
1,-0.99781,0,0.0024259
1,-0.997,0,-0.00080702
