1,-0.9963,0,-0.001888,0.00032839
1,-0.9966,0,-0.0010882,0.0016376
1,-0.99656,0,0.0038487,-0.0033686
1,-0.99765,0,-0.01397,0.015005
1,-0.99765,0,-0.01397,0.015005
1,-0.99801,0,-0.014968,0.014459
1,-0.99786,0,0.012785,-0.01249
1,-0.99689,0,-0.0063019,0.0059258
1,-0.9955,0,-0.0051334,0.0051878
1,-0.9955,0,-0.0051334,0.0051878
1,-0.99476,0,0.040108,-0.03929
1,-0.99702,0,-0.0086247,0.008052
1,-0.99668,0,-0.010144,0.0084108
1,-0.99506,0,-0.019905,0.021512
1,-0.99528,0,0.026814,-0.023805
1,-0.9936,0,-0.0096724,0.010336
1,-0.99565,0,0.020237,-0.020742
1,-0.99721,0,-0.0026536,0.0020164
1,-0.99647,0,0.0015358,-0.0020757
1,-0.99656,0,-0.0035876,0.0036757
1,-0.99785,0,-0.01097,0.010504
1,-0.9949,0,0.0068317,-0.0055755
1,-0.99532,0,0.0060098,-0.0070652
1,-0.99525,0,-0.012904,0.013818
1,-0.99704,0,-0.02121,0.021918
1,-0.99546,0,0.0079887,-0.0088549
1,-0.99408,0,-0.0091091,0.010664
1,-0.99408,0,-0.0091091,0.010664
1,-0.9972,0,0.013271,-0.012132
