1,-0.99631,0,0.04057,-0.086043,0.044235
1,-0.99659,0,0.1598,-0.32863,0.17054
1,-0.99656,0,0.003385,-0.0024042,-0.00050408
1,-0.99765,0,0.0050456,-0.024299,0.020382
1,-0.99765,0,0.0050456,-0.024299,0.020382
1,-0.99801,0,-0.0043726,-0.0075498,0.011456
1,-0.99787,0,0.058026,-0.10528,0.047743
1,-0.99689,0,0.0038887,-0.015061,0.010864
1,-0.99549,0,0.045853,-0.098655,0.053339
1,-0.99549,0,0.045853,-0.098655,0.053339
1,-0.99475,0,0.097323,-0.15619,0.060371
1,-0.99702,0,0.0042945,-0.018245,0.013455
1,-0.99667,0,0.01151,-0.035797,0.02271
1,-0.99501,0,0.072421,-0.16614,0.096258
1,-0.99529,0,0.0065266,0.017563,-0.021271
1,-0.9936,0,-0.0017672,-0.0056287,0.0081611
1,-0.99565,0,0.0054029,0.0095442,-0.015582
1,-0.99721,0,0.003936,-0.011484,0.0069469
1,-0.99647,0,-0.0066814,0.015384,-0.0093047
1,-0.99656,0,-0.0035556,0.0036093,3.4608e-05
1,-0.99785,0,-0.029215,0.047914,-0.019248
1,-0.99493,0,-0.029177,0.068337,-0.038251
1,-0.99532,0,0.021289,-0.038113,0.01591
1,-0.99526,0,-0.033349,0.055574,-0.021504
1,-0.99703,0,0.024286,-0.070655,0.047359
1,-0.99547,0,-0.033294,0.074903,-0.042824
1,-0.99407,0,0.034228,-0.077154,0.044994
1,-0.99407,0,0.034228,-0.077154,0.044994
1,-0.9972,0,0.016513,-0.018719,0.0033625
