1,-0.99631,0,0.039594,-0.037138,-0.01805,-0.019818,0.034773
1,-0.99659,0,0.19205,-0.3985,0.15792,0.10784,-0.05782
1,-0.99657,0,0.0049675,-0.015005,0.016912,-0.0021556,-0.0043298
1,-0.99765,0,0.0020849,-0.0058892,0.0040243,-0.012476,0.013493
1,-0.99765,0,0.0020849,-0.0058892,0.0040243,-0.012476,0.013493
1,-0.99801,0,-0.0061068,0.0024387,0.0046757,-0.010741,0.0093211
1,-0.99786,0,0.010716,-0.090677,0.19287,-0.14464,0.031827
1,-0.99689,0,0.0072664,-0.018829,-0.002006,0.024217,-0.010987
1,-0.9955,0,0.062056,-0.14911,0.072423,0.050372,-0.035551
1,-0.9955,0,0.062056,-0.14911,0.072423,0.050372,-0.035551
1,-0.99474,0,-0.0010827,0.034141,0.11314,-0.29548,0.15136
1,-0.99703,0,-0.012272,0.014677,0.026719,-0.060333,0.030796
1,-0.99667,0,0.012582,-0.018144,-0.01467,0.016851,0.0019678
1,-0.99495,0,0.027559,-0.028323,0.045731,-0.13758,0.09615
1,-0.99531,0,0.02387,-0.022279,-0.03556,0.081013,-0.044521
1,-0.9936,0,0.010414,-0.025762,-0.0034773,0.035594,-0.016
1,-0.99565,0,0.016677,0.0040163,-0.057302,0.055623,-0.019574
1,-0.99721,0,0.0035111,-0.021077,0.025937,-0.0070092,-0.0020325
1,-0.99647,0,-0.0040572,0.011758,-0.02308,0.030547,-0.015851
1,-0.99656,0,-0.0042894,0.0050526,0.0019712,-0.0055444,0.0029129
1,-0.99785,0,-0.024691,0.025491,-0.0089964,0.030215,-0.022709
1,-0.99497,0,-0.022022,0.014658,0.021297,0.016888,-0.030504
1,-0.99532,0,0.033807,-0.024793,-0.056199,0.054283,-0.0076165
1,-0.99525,0,0.0042812,0.016967,-0.1036,0.13252,-0.049231
1,-0.99702,0,0.018332,-0.026285,-0.0060779,-0.0040272,0.019329
1,-0.99548,0,-0.0039602,0.012515,-0.052483,0.091102,-0.048584
1,-0.99408,0,0.088325,-0.18555,0.019149,0.16415,-0.084367
1,-0.99408,0,0.088325,-0.18555,0.019149,0.16415,-0.084367
1,-0.99712,0,0.032182,0.095946,-0.19628,-0.010242,0.0809
