0,5,5,140,50,0,0,0
0,5,7,146,42,0,0,0
0,4,6,146,43,1,0,0
0,4,5,124,67,0,0,0
0,15,3,79,102,0,0,1
0,37,9,13,97,43,1,0
0,68,16,9,2,95,8,2
0,111,20,13,1,0,51,4
